,time_left,ct_score,t_score,map,bomb_planted,ct_health,t_health,ct_armor,t_armor,ct_money,t_money,ct_helmets,t_helmets,ct_defuse_kits,ct_players_alive,t_players_alive
79210,54.95,10,10,de_mirage,0,458,300,493,237,1150,19100,3,3,1,5,3
79211,34.95,10,10,de_mirage,0,258,258,293,227,1150,19700,2,3,0,3,3
79212,21.77,10,10,de_mirage,1,100,110,100,227,150,20600,1,3,0,1,3
79213,1.77,10,10,de_mirage,1,100,108,100,179,150,11700,1,2,0,1,2
79214,174.95,10,11,de_mirage,0,500,500,100,175,15950,48600,1,2,0,5,5
79215,114.95,10,11,de_mirage,0,500,500,100,475,11250,31900,1,5,0,5,5
79217,174.95,11,11,de_mirage,0,500,500,100,0,28300,39200,1,0,0,5,5
79218,114.95,11,11,de_mirage,0,500,500,500,500,9600,16500,3,5,2,5,5
79219,94.95,11,11,de_mirage,0,445,400,476,400,9900,13150,3,4,2,5,4
79220,74.95,11,11,de_mirage,0,345,200,376,200,6700,5800,2,2,1,4,2
79221,174.95,12,11,de_mirage,0,500,500,376,0,27350,23550,2,0,2,5,5
79222,175.0,12,11,de_mirage,0,500,500,476,0,19800,23550,2,0,4,5,5
79223,175.0,12,11,de_mirage,0,500,500,476,0,19800,23550,2,0,4,5,5
79225,97.9,12,11,de_mirage,0,492,481,473,493,18050,3550,3,4,4,5,5
79226,77.9,12,11,de_mirage,0,300,300,300,300,13400,2450,2,3,2,3,3
79227,30.84,12,11,de_mirage,1,175,234,200,281,10600,3050,1,3,2,2,3
79228,174.95,12,12,de_mirage,0,500,500,0,200,28450,21900,0,2,0,5,5
79229,114.95,12,12,de_mirage,0,500,500,500,500,800,5800,1,5,2,5,5
79230,94.95,12,12,de_mirage,0,500,500,500,500,800,5800,1,5,2,5,5
79231,74.95,12,12,de_mirage,0,500,489,500,496,800,5800,1,5,2,5,5
79232,54.95,12,12,de_mirage,0,436,320,500,400,1100,5800,1,4,2,5,4
79233,34.95,12,12,de_mirage,0,378,100,500,100,1800,2300,1,1,2,5,1
79234,174.95,13,12,de_mirage,0,500,500,500,0,18150,12800,1,0,2,5,5
79235,175.0,13,12,de_mirage,0,500,500,500,0,12500,12800,4,0,3,5,5
79236,174.01,13,12,de_mirage,0,500,500,500,0,12100,12800,4,0,4,5,5
79237,114.01,13,12,de_mirage,0,500,500,500,0,10950,11400,5,0,4,5,5
79238,94.01,13,12,de_mirage,0,500,400,500,0,11050,8350,5,0,4,5,4
79239,174.95,14,12,de_mirage,0,500,500,473,0,28300,20900,5,0,4,5,5
79240,114.95,14,12,de_mirage,0,500,500,473,500,25400,150,5,5,4,5,5
79241,94.95,14,12,de_mirage,0,500,500,473,499,25400,150,5,5,4,5,5
79242,74.95,14,12,de_mirage,0,500,500,473,499,25400,150,5,5,4,5,5
79243,54.95,14,12,de_mirage,0,500,500,473,499,25400,150,5,5,4,5,5
79244,34.95,14,12,de_mirage,0,100,302,100,381,4900,1350,1,4,1,1,4
79245,174.95,14,13,de_mirage,0,500,500,0,381,32500,18200,0,4,0,5,5
79247,94.95,14,13,de_mirage,0,500,500,500,481,3200,9000,2,5,4,5,5
79248,36.41,14,13,de_mirage,1,488,400,495,381,3300,8250,2,4,4,5,4
79249,174.95,15,13,de_mirage,0,500,500,395,0,21900,20600,2,0,4,5,5
79250,114.95,15,13,de_mirage,0,500,500,495,500,12050,750,4,5,5,5,5
79251,94.95,15,13,de_mirage,0,499,500,495,500,12050,750,4,5,5,5,5
79252,74.95,15,13,de_mirage,0,499,400,495,400,12150,700,4,4,5,5,4
79253,54.95,15,13,de_mirage,0,499,394,495,397,12150,700,4,4,5,5,4
79254,34.95,15,13,de_mirage,0,499,268,495,300,12250,650,4,3,5,5,3
79255,174.87,0,0,de_nuke,0,500,500,0,0,4000,4000,0,0,0,5,5
79256,173.3,0,0,de_nuke,0,500,500,0,100,4000,3350,0,0,0,5,5
79257,113.3,0,0,de_nuke,0,500,500,400,300,600,650,0,0,1,5,5
79258,93.3,0,0,de_nuke,0,400,400,300,200,450,800,0,0,1,4,4
79259,38.38,0,0,de_nuke,1,400,400,300,200,450,1100,0,0,1,4,4
79261,174.91,0,1,de_nuke,0,500,500,173,0,11600,19050,0,0,0,5,5
79262,114.88,0,1,de_nuke,0,500,500,473,500,150,550,3,5,1,5,5
79263,94.89,0,1,de_nuke,0,500,432,473,493,150,550,3,5,1,5,5
79264,74.91,0,1,de_nuke,0,400,250,379,390,250,800,3,4,1,4,4
79265,54.92,0,1,de_nuke,0,197,134,177,265,300,1450,1,3,1,2,3
79266,23.28,0,1,de_nuke,1,197,34,177,165,600,1650,1,2,1,2,2
79267,174.9,0,2,de_nuke,0,500,500,0,0,12950,19500,0,0,0,5,5
79268,114.9,0,2,de_nuke,0,500,500,0,500,11550,1800,0,5,0,5,5
79269,94.92,0,2,de_nuke,0,400,415,0,464,9450,2400,0,5,0,4,5
79270,174.9,0,3,de_nuke,0,500,500,0,285,26350,21050,0,3,0,5,5
79271,114.91,0,3,de_nuke,0,500,500,500,485,500,8950,3,5,0,5,5
79272,94.93,0,3,de_nuke,0,500,500,500,485,500,8950,3,5,0,5,5
79273,74.94,0,3,de_nuke,0,400,407,400,464,400,9250,2,5,0,4,5
79274,54.94,0,3,de_nuke,0,117,300,200,299,500,3350,2,3,0,2,3
79275,174.9,0,4,de_nuke,0,500,500,0,99,18700,27000,0,1,0,5,5
79276,114.92,0,4,de_nuke,0,500,500,300,499,13750,9050,0,5,0,5,5
79277,94.91,0,4,de_nuke,0,500,463,400,486,11800,8750,0,5,0,5,5
79278,74.95,0,4,de_nuke,0,498,363,397,387,12100,4650,0,4,0,5,4
79279,54.98,0,4,de_nuke,0,290,211,199,285,8350,5500,0,3,0,3,3
79280,34.98,0,4,de_nuke,0,290,100,199,100,8950,3750,0,1,0,3,1
79281,14.98,0,4,de_nuke,0,290,100,199,100,8950,3750,0,1,0,3,1
79282,174.91,1,4,de_nuke,0,500,500,199,0,29550,16650,0,0,0,5,5
79283,114.88,1,4,de_nuke,0,500,500,500,500,12700,600,5,4,2,5,5
79284,94.91,1,4,de_nuke,0,500,500,500,500,12700,600,5,4,2,5,5
79285,74.91,1,4,de_nuke,0,500,500,500,500,12700,600,5,4,2,5,5
79286,54.91,1,4,de_nuke,0,500,500,500,500,12700,600,5,4,2,5,5
79287,26.12,1,4,de_nuke,1,285,456,294,495,7900,1300,3,4,1,3,5
79288,174.94,1,5,de_nuke,0,500,500,0,400,27500,18250,0,3,0,5,5
79289,114.98,1,5,de_nuke,0,500,500,500,500,1700,6700,2,5,3,5,5
79290,94.98,1,5,de_nuke,0,430,279,499,295,1900,4000,2,3,3,5,3
79291,74.95,1,5,de_nuke,0,401,179,499,195,2200,2850,2,2,3,5,2
79292,54.95,1,5,de_nuke,0,401,179,499,195,2200,2850,2,2,3,5,2
79293,34.95,1,5,de_nuke,0,301,176,399,195,1500,3150,2,2,2,4,2
79294,14.95,1,5,de_nuke,0,271,88,300,175,1050,3450,1,2,1,3,2
79295,21.46,1,5,de_nuke,1,271,0,300,0,1650,0,1,0,2,3,0
79296,174.92,2,5,de_nuke,0,500,500,300,0,20600,18600,1,0,2,5,5
79297,114.95,2,5,de_nuke,0,500,500,500,300,6750,750,4,3,4,5,5
79298,94.91,2,5,de_nuke,0,500,488,500,294,6750,750,4,3,4,5,5
79299,74.91,2,5,de_nuke,0,500,488,500,294,6750,750,4,3,4,5,5
79301,34.9,2,5,de_nuke,0,434,488,500,294,6750,750,4,3,4,5,5
79302,14.9,2,5,de_nuke,0,374,288,392,94,6550,950,3,1,3,4,3
79303,174.94,3,5,de_nuke,0,500,500,392,0,24300,10550,3,0,3,5,5
79304,114.97,3,5,de_nuke,0,500,500,492,0,13950,8950,5,0,4,5,5
79305,94.97,3,5,de_nuke,0,500,500,492,0,13950,8750,5,0,4,5,5
79306,74.97,3,5,de_nuke,0,266,100,331,0,11250,2150,4,0,3,4,1
79307,174.91,4,5,de_nuke,0,500,500,331,0,31700,21050,4,0,3,5,5
79308,114.91,4,5,de_nuke,0,500,500,431,500,24000,250,5,5,4,5,5
79309,94.91,4,5,de_nuke,0,305,278,359,295,19300,450,4,3,4,4,3
79310,74.9,4,5,de_nuke,0,205,278,286,295,11900,750,3,3,3,3,3
79311,54.9,4,5,de_nuke,0,205,278,286,295,11900,750,3,3,3,3,3
79312,34.9,4,5,de_nuke,0,173,178,195,195,6500,1000,2,2,2,2,2
79313,23.42,4,5,de_nuke,1,173,178,195,195,6500,1300,2,2,2,2,2
79314,3.42,4,5,de_nuke,1,73,77,95,95,5250,900,1,1,1,1,1
79315,174.94,4,6,de_nuke,0,500,500,95,89,32200,19250,1,1,1,5,5
79316,114.98,4,6,de_nuke,0,500,500,495,489,6900,5200,4,5,3,5,5
79317,94.98,4,6,de_nuke,0,500,347,495,394,7200,1700,4,4,3,5,4
79318,74.98,4,6,de_nuke,0,300,211,300,295,2850,2450,3,3,2,3,3
79319,54.98,4,6,de_nuke,0,100,147,100,280,150,2850,1,3,1,1,3
79320,174.91,4,7,de_nuke,0,500,500,0,190,17300,19950,0,2,0,5,5
79321,114.92,4,7,de_nuke,0,500,500,300,490,11950,4250,0,5,0,5,5
79322,94.95,4,7,de_nuke,0,482,448,295,473,11650,4250,0,5,0,5,5
79323,74.95,4,7,de_nuke,0,482,448,295,473,11650,4250,0,5,0,5,5
79324,54.95,4,7,de_nuke,0,482,448,295,473,11650,4250,0,5,0,5,5
79325,34.95,4,7,de_nuke,0,293,448,199,473,7100,4850,0,5,0,3,5
79326,32.78,4,7,de_nuke,1,193,396,99,465,5350,5450,0,5,0,2,5
79327,12.78,4,7,de_nuke,1,100,348,99,374,2350,3650,0,4,0,1,4
79328,174.93,4,8,de_nuke,0,500,500,74,163,24550,23250,0,2,0,5,5
79329,114.9,4,8,de_nuke,0,500,500,474,463,2700,4550,2,5,2,5,5
79330,94.9,4,8,de_nuke,0,410,481,472,455,2700,4550,2,5,2,5,5
79331,74.9,4,8,de_nuke,0,271,281,370,256,3300,2600,2,3,2,4,3
79332,54.9,4,8,de_nuke,0,264,181,274,158,3200,1250,2,2,2,3,2
79333,34.9,4,8,de_nuke,0,264,81,274,58,3500,900,2,1,2,3,1
79334,174.89,5,8,de_nuke,0,500,500,274,0,20450,12150,2,0,2,5,5
79335,114.88,5,8,de_nuke,0,500,500,474,300,6050,1600,4,3,4,5,5
79336,94.88,5,8,de_nuke,0,500,500,474,400,6050,250,4,3,4,5,5
79337,74.88,5,8,de_nuke,0,500,464,474,389,6050,250,4,3,4,5,5
79339,21.68,5,8,de_nuke,1,331,100,368,100,4800,0,3,0,3,4,1
79340,174.95,6,8,de_nuke,0,500,500,365,100,24850,14650,3,0,3,5,5
79341,114.95,6,8,de_nuke,0,500,500,491,400,12650,800,5,4,5,5,5
79342,94.95,6,8,de_nuke,0,300,139,294,100,9950,750,3,1,3,3,2
79343,174.92,8,7,de_nuke,0,500,500,0,0,4000,4000,0,0,0,5,5
79344,114.92,8,7,de_nuke,0,500,500,300,400,950,700,0,0,1,5,5
79345,94.92,8,7,de_nuke,0,500,500,300,400,950,700,0,0,1,5,5
79346,74.92,8,7,de_nuke,0,384,329,300,400,1150,900,0,0,1,4,4
79347,54.92,8,7,de_nuke,0,64,168,79,183,150,1500,0,0,0,1,2
79348,174.91,8,8,de_nuke,0,500,500,0,74,11650,18450,0,0,0,5,5
79349,114.89,8,8,de_nuke,0,500,500,500,500,850,4600,4,5,0,5,5
79350,94.89,8,8,de_nuke,0,500,500,500,500,850,800,4,5,0,5,5
79352,31.38,8,8,de_nuke,1,367,425,395,497,800,1400,3,5,0,4,5
79353,11.38,8,8,de_nuke,1,111,325,175,398,950,1600,1,4,0,2,4
79354,174.94,8,9,de_nuke,0,500,500,172,395,13150,20100,1,4,0,5,5
79355,114.95,8,9,de_nuke,0,500,500,172,495,12350,12900,1,5,0,5,5
79356,94.91,8,9,de_nuke,0,500,500,172,495,12050,12600,1,5,0,5,5
79357,74.91,8,9,de_nuke,0,500,500,172,495,12050,12600,1,5,0,5,5
79358,54.91,8,9,de_nuke,0,400,347,97,447,9350,12900,0,5,0,4,5
79359,34.91,8,9,de_nuke,0,384,100,94,100,10250,2300,0,1,0,4,1
79360,14.91,8,9,de_nuke,0,384,100,94,100,10250,2300,0,1,0,4,1
79361,174.91,9,9,de_nuke,0,500,500,94,100,29200,18500,0,1,0,5,5
79362,114.91,9,9,de_nuke,0,500,500,494,500,12850,1100,4,5,3,5,5
79363,94.91,9,9,de_nuke,0,500,500,494,500,12850,1100,4,5,3,5,5
79364,74.91,9,9,de_nuke,0,300,300,294,300,6750,850,2,3,1,3,3
79365,29.02,9,9,de_nuke,1,300,100,294,100,7350,0,2,1,1,3,1
79366,174.93,10,9,de_nuke,0,500,500,294,0,32250,15500,2,0,3,5,5
79367,114.94,10,9,de_nuke,0,500,500,500,400,16550,9700,5,2,4,5,5
79368,94.94,10,9,de_nuke,0,300,212,300,193,14150,6400,3,1,3,3,3
79369,74.94,10,9,de_nuke,0,248,100,284,100,14750,1800,3,1,3,3,1
79370,174.94,11,9,de_nuke,0,500,500,284,0,34300,22300,3,0,3,5,5
79371,114.97,11,9,de_nuke,0,500,500,484,500,21300,400,5,5,5,5,5
79372,94.97,11,9,de_nuke,0,500,500,484,500,21300,400,5,5,5,5,5
79373,74.97,11,9,de_nuke,0,500,500,484,500,21300,400,5,5,5,5,5
79374,54.92,11,9,de_nuke,0,500,500,484,500,21300,400,5,5,5,5,5
79375,34.92,11,9,de_nuke,0,338,364,384,389,19600,700,4,4,4,4,4
79376,14.92,11,9,de_nuke,0,237,236,280,289,14350,950,3,3,3,3,3
79377,29.34,11,9,de_nuke,1,137,47,180,91,12550,650,2,1,2,2,1
79378,9.34,11,9,de_nuke,1,66,47,100,91,5800,950,1,1,1,1,1
79379,174.87,11,10,de_nuke,0,500,500,0,0,29300,18450,0,0,0,5,5
79380,114.85,11,10,de_nuke,0,500,500,500,500,8750,0,3,5,1,5,5
79381,94.86,11,10,de_nuke,0,500,500,500,500,3100,0,4,5,3,5,5
79382,74.86,11,10,de_nuke,0,400,400,400,400,2150,300,3,4,2,4,4
79383,25.6,11,10,de_nuke,1,313,373,387,389,2150,600,3,4,2,4,4
79384,5.6,11,10,de_nuke,1,100,243,100,277,1000,1800,1,3,1,1,3
79385,174.93,11,11,de_nuke,0,500,500,100,256,13300,19300,1,3,1,5,5
79386,114.91,11,11,de_nuke,0,500,500,100,456,12400,6900,1,5,1,5,5
79387,94.94,11,11,de_nuke,0,498,499,200,455,11050,6900,1,5,1,5,5
79388,74.94,11,11,de_nuke,0,498,499,200,455,11050,6900,1,5,1,5,5
79389,54.91,11,11,de_nuke,0,400,402,200,450,8950,7200,1,5,1,4,5
79390,34.91,11,11,de_nuke,0,135,151,0,250,5500,6300,0,3,0,2,3
79391,174.91,11,12,de_nuke,0,500,500,0,250,23650,24650,0,3,0,5,5
79392,114.91,11,12,de_nuke,0,500,500,400,450,50,13350,1,5,1,5,5
79393,94.88,11,12,de_nuke,0,500,500,400,450,50,12950,1,5,1,5,5
79394,74.88,11,12,de_nuke,0,471,100,400,92,1050,3350,1,1,1,5,1
79395,174.9,12,12,de_nuke,0,500,500,400,0,17400,19950,1,0,1,5,5
79396,114.85,12,12,de_nuke,0,500,500,500,500,10900,850,4,5,3,5,5
79397,94.85,12,12,de_nuke,0,489,477,498,489,10900,850,4,5,3,5,5
79398,174.91,13,12,de_nuke,0,500,500,388,0,28650,10650,4,0,2,5,5
79399,114.91,13,12,de_nuke,0,500,500,488,0,19550,9850,5,0,4,5,5
79400,94.91,13,12,de_nuke,0,500,277,488,0,19950,6050,5,0,4,5,3
79401,174.92,14,12,de_nuke,0,500,500,398,0,37100,21850,4,0,3,5,5
79402,114.91,14,12,de_nuke,0,500,500,498,500,28900,450,5,5,3,5,5
79403,94.88,14,12,de_nuke,0,500,500,498,500,28300,450,5,5,3,5,5
79404,74.88,14,12,de_nuke,0,300,400,298,500,14350,1050,3,5,2,3,5
79405,54.88,14,12,de_nuke,0,200,191,198,297,11700,1050,2,3,1,2,3
79406,34.9,14,12,de_nuke,1,100,126,98,192,7000,1300,1,2,0,1,2
79408,174.93,14,13,de_nuke,0,500,500,98,183,36200,19450,1,2,0,5,5
79409,114.89,14,13,de_nuke,0,500,500,498,483,11300,3450,4,5,3,5,5
79410,94.89,14,13,de_nuke,0,500,496,498,482,11300,3450,4,5,3,5,5
79411,74.86,14,13,de_nuke,0,500,496,498,482,11300,3450,4,5,3,5,5
79412,54.83,14,13,de_nuke,0,400,296,398,295,7850,3350,4,3,2,4,3
79413,34.84,14,13,de_nuke,0,371,168,398,265,7850,3350,4,3,2,4,3
79414,174.89,15,13,de_nuke,0,500,500,398,0,28850,13250,4,0,2,5,5
79415,114.9,15,13,de_nuke,0,500,500,498,500,18150,200,5,4,4,5,5
79416,94.92,15,13,de_nuke,0,485,100,498,100,19350,50,5,1,4,5,1
79417,174.88,0,0,de_inferno,0,500,500,0,0,4000,4000,0,0,0,5,5
79418,114.9,0,0,de_inferno,0,500,500,300,300,550,650,0,0,1,5,5
79419,94.95,0,0,de_inferno,0,400,379,300,190,750,500,0,0,0,4,4
79420,35.09,0,0,de_inferno,1,400,379,300,190,750,800,0,0,0,4,4
79421,15.09,0,0,de_inferno,1,57,70,73,0,750,400,0,0,0,1,1
79422,174.92,0,1,de_inferno,0,500,500,73,0,11550,19650,0,0,1,5,5
79423,114.92,0,1,de_inferno,0,500,500,473,500,2350,3450,3,5,1,5,5
79425,75.01,0,1,de_inferno,0,341,200,429,200,3850,1450,3,2,1,5,2
79426,174.88,1,1,de_inferno,0,500,500,356,0,20700,10750,3,0,1,5,5
79427,114.84,1,1,de_inferno,0,500,500,462,500,6800,2400,5,3,2,5,5
79428,94.95,1,1,de_inferno,0,500,441,461,483,6800,300,5,3,2,5,5
79429,74.99,1,1,de_inferno,0,487,339,457,386,7100,300,5,3,2,5,4
79430,55.0,1,1,de_inferno,0,487,339,457,386,7100,300,5,3,2,5,4
79431,35.07,1,1,de_inferno,0,380,184,356,199,5950,200,4,1,2,4,2
79432,174.86,2,1,de_inferno,0,500,500,262,0,26400,15000,3,0,2,5,5
79433,114.94,2,1,de_inferno,0,500,500,462,200,13700,12300,5,0,2,5,5
79434,95.0,2,1,de_inferno,0,487,456,460,300,13100,10550,5,0,3,5,5
79435,75.02,2,1,de_inferno,0,310,124,343,194,13250,3600,4,0,2,4,2
79436,174.91,3,1,de_inferno,0,500,500,343,0,32050,22850,4,0,3,5,5
79437,114.88,3,1,de_inferno,0,500,500,443,500,20700,750,5,5,3,5,5
79438,94.94,3,1,de_inferno,0,400,399,345,400,13750,1000,4,4,2,4,4
79439,75.0,3,1,de_inferno,0,100,241,100,277,2800,1200,1,3,0,1,3
79440,22.35,3,1,de_inferno,1,100,241,100,277,2800,1500,1,3,0,1,3
79442,174.91,3,2,de_inferno,0,500,500,100,242,28600,19750,1,3,0,5,5
79443,114.91,3,2,de_inferno,0,500,500,500,442,4100,7250,2,5,4,5,5
79444,95.0,3,2,de_inferno,0,400,460,400,427,3800,7350,1,5,3,4,5
79445,75.05,3,2,de_inferno,0,400,460,400,427,3800,7350,1,5,3,4,5
79446,55.06,3,2,de_inferno,0,400,436,400,427,3800,7350,1,5,3,4,5
79447,20.09,3,2,de_inferno,1,400,436,400,427,3800,7650,1,5,3,4,5
79448,0.09,3,2,de_inferno,1,400,436,400,427,3800,7650,1,5,3,4,5
79449,174.93,3,3,de_inferno,0,500,500,400,405,13600,25150,1,5,3,5,5
79450,114.94,3,3,de_inferno,0,500,500,500,405,11200,19450,1,5,3,5,5
79451,94.97,3,3,de_inferno,0,500,500,500,405,10900,19450,1,5,3,5,5
79452,74.97,3,3,de_inferno,0,500,500,500,405,10900,19450,1,5,3,5,5
79453,54.95,3,3,de_inferno,0,471,306,500,282,11500,15800,1,4,3,5,4
79454,34.95,3,3,de_inferno,0,400,222,400,252,9650,16100,1,4,3,4,4
79455,14.95,3,3,de_inferno,0,300,122,300,181,8050,10800,0,3,2,3,3
79456,29.3,3,3,de_inferno,1,100,56,100,68,3850,3250,0,1,0,1,1
79457,9.3,3,3,de_inferno,1,21,56,100,68,3850,3250,0,1,0,1,1
79458,174.91,3,4,de_inferno,0,500,500,89,0,24500,38450,0,0,1,5,5
79459,114.91,3,4,de_inferno,0,500,500,489,500,3100,14400,2,5,3,5,5
79460,95.02,3,4,de_inferno,0,419,475,460,490,2400,14400,2,5,3,5,5
79461,74.97,3,4,de_inferno,0,419,475,460,490,2400,14400,2,5,3,5,5
79462,55.01,3,4,de_inferno,0,319,377,359,391,2250,10800,1,4,2,4,4
79463,35.01,3,4,de_inferno,0,319,377,359,391,2250,10800,1,4,2,4,4
79464,34.98,3,4,de_inferno,1,119,278,159,295,2150,8000,1,3,2,2,3
79465,14.94,3,4,de_inferno,1,119,278,159,295,2150,8000,1,3,2,2,3
79466,174.87,3,5,de_inferno,0,500,500,159,222,17300,33100,1,3,2,5,5
79467,114.92,3,5,de_inferno,0,500,500,259,422,13950,19900,1,5,2,5,5
79468,95.29,3,5,de_inferno,0,500,500,257,422,12850,19900,1,5,2,5,5
79469,75.77,3,5,de_inferno,0,500,400,257,347,12950,15050,1,4,2,5,4
79470,174.88,4,5,de_inferno,0,500,500,257,0,29800,27200,1,0,2,5,5
79471,114.94,4,5,de_inferno,0,500,500,469,500,17300,3500,4,5,4,5,5
79472,94.99,4,5,de_inferno,0,500,450,469,483,17300,3500,4,5,4,5,5
79473,74.93,4,5,de_inferno,0,500,450,469,483,17300,3500,4,5,4,5,5
79474,55.02,4,5,de_inferno,0,500,396,469,400,17400,2650,4,4,4,5,4
79475,174.91,5,5,de_inferno,0,500,500,369,0,34250,13300,3,0,3,5,5
79476,114.98,5,5,de_inferno,0,500,500,469,0,24800,11700,5,0,3,5,5
79477,95.05,5,5,de_inferno,0,500,287,469,0,25400,7150,5,0,3,5,3
79478,174.87,6,5,de_inferno,0,500,500,463,0,42350,23400,5,0,3,5,5
79479,114.89,6,5,de_inferno,0,500,500,463,500,36000,700,5,5,4,5,5
79480,94.89,6,5,de_inferno,0,500,500,463,500,36000,700,5,5,4,5,5
79481,74.9,6,5,de_inferno,0,326,200,359,200,28400,750,4,2,3,4,2
79482,54.91,6,5,de_inferno,0,295,100,263,100,21300,350,3,1,3,3,1
79483,174.88,7,5,de_inferno,0,500,500,263,0,53550,15800,3,0,3,5,5
79484,114.81,7,5,de_inferno,0,500,500,463,400,40050,10000,5,2,5,5,5
79485,94.84,7,5,de_inferno,0,500,490,463,399,40050,7800,5,2,5,5,5
79486,74.84,7,5,de_inferno,0,496,286,462,297,40650,3600,5,2,5,5,3
79487,35.19,7,5,de_inferno,1,296,234,299,290,18900,4300,3,2,3,3,3
79488,15.19,7,5,de_inferno,1,200,148,200,193,10900,2950,2,1,2,2,2
79489,174.85,7,6,de_inferno,0,500,500,0,0,48250,25250,0,0,0,5,5
79490,114.88,7,6,de_inferno,0,500,500,500,500,15700,1650,4,5,3,5,5
79491,94.83,7,6,de_inferno,0,500,500,500,500,15700,650,4,5,3,5,5
79492,74.88,7,6,de_inferno,0,470,486,489,496,15700,650,4,5,3,5,5
79493,54.93,7,6,de_inferno,0,300,394,300,400,7600,750,2,4,3,3,4
79494,27.48,7,6,de_inferno,1,200,300,200,300,3600,1100,2,3,2,2,3
79495,7.49,7,6,de_inferno,1,43,0,100,0,2250,0,1,0,1,1,0
79496,174.91,8,6,de_inferno,0,500,500,100,0,34800,18150,1,0,1,5,5
79497,114.84,8,6,de_inferno,0,500,500,500,500,3300,2000,4,4,3,5,5
79498,94.87,8,6,de_inferno,0,500,494,500,497,3300,800,4,4,3,5,5
79499,74.88,8,6,de_inferno,0,500,393,500,395,3400,800,4,3,3,5,4
79500,33.97,8,6,de_inferno,1,357,194,393,197,3350,1250,3,2,2,4,2
79501,13.97,8,6,de_inferno,1,96,51,183,88,3100,600,2,1,1,2,1
79502,174.86,6,9,de_inferno,0,500,500,0,0,4000,4000,0,0,0,5,5
79503,114.82,6,9,de_inferno,0,500,500,400,300,600,650,0,0,0,5,5
79504,94.82,6,9,de_inferno,0,400,400,300,200,450,800,0,0,0,4,4
79505,74.82,6,9,de_inferno,0,271,399,185,200,300,1100,0,0,0,3,4
79506,36.3,6,9,de_inferno,1,88,368,92,183,150,2000,0,0,0,1,4
79507,16.3,6,9,de_inferno,1,88,368,92,183,150,2000,0,0,0,1,4
79508,174.89,6,10,de_inferno,0,500,500,92,183,10400,19650,0,0,0,5,5
79509,114.9,6,10,de_inferno,0,500,500,392,500,250,3750,3,5,0,5,5
79510,94.9,6,10,de_inferno,0,469,500,380,500,250,550,3,5,0,5,5
79511,74.84,6,10,de_inferno,0,369,500,380,500,200,850,3,5,0,4,5
79512,54.84,6,10,de_inferno,0,269,357,288,389,500,800,3,4,0,3,4
79513,34.84,6,10,de_inferno,0,117,349,180,384,450,1100,2,4,0,2,4
79514,20.81,6,10,de_inferno,1,48,349,91,384,400,2000,1,4,0,1,4
79515,0.81,6,10,de_inferno,1,48,249,91,284,700,1000,1,3,0,1,3
79516,174.88,6,11,de_inferno,0,500,500,91,255,12850,19850,1,3,0,5,5
79517,173.78,6,11,de_inferno,0,500,500,91,255,12850,18650,1,3,0,5,5
79518,113.7,6,11,de_inferno,0,500,500,91,455,12650,7950,1,5,0,5,5
79519,93.79,6,11,de_inferno,0,287,300,0,267,6800,3600,0,3,0,3,3
79520,73.81,6,11,de_inferno,0,234,200,0,177,7100,1000,0,2,0,3,2
79521,37.03,6,11,de_inferno,1,147,200,0,177,4950,1600,0,2,0,2,2
79522,17.03,6,11,de_inferno,1,100,100,0,77,2750,1100,0,1,0,1,1
79523,174.91,6,12,de_inferno,0,500,500,0,64,28050,26950,0,1,0,5,5
79524,114.9,6,12,de_inferno,0,500,500,500,464,4050,4400,2,5,2,5,5
79525,95.02,6,12,de_inferno,0,497,500,498,464,4050,4400,2,5,2,5,5
79526,33.33,6,12,de_inferno,1,297,400,298,364,3850,5250,1,4,1,3,4
79527,13.33,6,12,de_inferno,1,297,400,298,364,3850,5250,1,4,1,3,4
79528,174.88,6,13,de_inferno,0,500,500,298,341,21350,22800,1,4,1,5,5
79529,114.91,6,13,de_inferno,0,500,500,498,441,4950,14600,4,5,4,5,5
79530,94.99,6,13,de_inferno,0,499,497,496,439,4950,14600,4,5,4,5,5
79531,75.08,6,13,de_inferno,0,450,333,495,334,5050,9900,4,4,4,5,4
79532,55.09,6,13,de_inferno,0,450,310,494,334,5050,9900,4,4,4,5,4
79533,35.12,6,13,de_inferno,0,450,176,494,189,5650,4250,4,2,4,5,2
79534,15.12,6,13,de_inferno,0,351,100,396,99,3800,3250,3,1,3,4,1
79535,174.91,7,13,de_inferno,0,500,500,296,0,22300,22000,2,0,2,5,5
79536,114.85,7,13,de_inferno,0,500,500,496,500,6850,1700,4,4,4,5,5
79537,94.88,7,13,de_inferno,0,500,471,496,489,6850,1700,4,4,4,5,5
79538,74.89,7,13,de_inferno,0,500,471,496,489,6850,1700,4,4,4,5,5
79539,54.89,7,13,de_inferno,0,474,271,486,289,7050,1650,4,3,4,5,3
79540,34.89,7,13,de_inferno,0,374,128,386,182,5800,1350,3,2,3,4,2
79541,174.88,8,13,de_inferno,0,500,500,374,0,23800,11500,3,0,3,5,5
79542,114.88,8,13,de_inferno,0,500,500,487,0,13200,10200,5,0,4,5,5
79543,94.84,8,13,de_inferno,0,500,491,487,0,12500,9600,5,0,4,5,5
79544,74.88,8,13,de_inferno,0,500,491,487,0,12500,9600,5,0,4,5,5
79545,54.83,8,13,de_inferno,0,500,450,487,0,12500,9600,5,0,4,5,5
